Athlete_Key,Name,Sex,Age,Height,Weight,Team,NOC,Region_Country,Age_Group
21073,Isabel Samboyo Fernandes,F,27.0,180.0,89.0,ANGOLA,ANG,Angola,26-30
21074,Isabell Bachor,F,21.0,174.0,63.0,GERMANY,GER,Germany,20-25
21075,Isabella Arcila Hurtado,F,22.0,168.0,64.0,COLOMBIA,COL,Colombia,20-25
21076,Isabella Dal Balcon,F,24.0,165.0,60.0,ITALY,ITA,Italy,20-25
21077,Isabella Dal Balcon,F,28.0,165.0,60.0,ITALY,ITA,Italy,26-30
21078,Isabella Del Carmen Amado Medrano,F,19.0,155.0,59.0,PANAMA,PAN,Panama,<20
21079,Isabella Echeverri Restrepo,F,22.0,172.0,66.0,COLOMBIA,COL,Colombia,20-25
21080,Isabellah Moraa Andersson (Amoro-),F,31.0,170.0,55.0,SWEDEN,SWE,Sweden,30+
21081,"Isabelle ""Sonia"" Cendier Ajaguin",F,23.0,172.0,79.0,FRANCE,FRA,France,20-25
21082,"Isabelle ""Sonia"" Cendier Ajaguin",F,27.0,172.0,79.0,FRANCE,FRA,France,26-30
21083,Isabelle Arne (-Coquet),F,22.0,170.0,58.0,FRANCE,FRA,France,20-25
21084,Isabelle Arnould,F,17.0,181.0,67.0,BELGIUM,BEL,Belgium,<20
21085,Isabelle Arnould,F,21.0,181.0,67.0,BELGIUM,BEL,Belgium,20-25
21086,Isabelle Auger,F,31.0,170.0,63.0,CANADA,CAN,Canada,30+
21087,Isabelle Azanga,F,25.0,175.0,70.0,CONGO (BRAZZAVILLE),CGO,Republic of Congo,20-25
21088,Isabelle Blanc,F,22.0,171.0,75.0,FRANCE,FRA,France,20-25
21089,Isabelle Blanc,F,26.0,171.0,75.0,FRANCE,FRA,France,26-30
21090,Isabelle Blanc,F,30.0,171.0,75.0,FRANCE,FRA,France,26-30
21091,Isabelle Bori-Bgard,F,20.0,180.0,64.0,FRANCE,FRA,France,20-25
21092,Isabelle Boulogne,F,21.0,165.0,60.0,FRANCE,FRA,France,20-25
21093,Isabelle Brasseur (-Marval),F,17.0,150.0,44.0,CANADA-3,CAN,Canada,<20
21094,Isabelle Brasseur (-Marval),F,21.0,150.0,44.0,CANADA-1,CAN,Canada,20-25
21095,Isabelle Brasseur (-Marval),F,23.0,150.0,44.0,CANADA-1,CAN,Canada,20-25
21096,Isabelle Charest (-Charbonneau),F,23.0,163.0,63.0,CANADA,CAN,Canada,20-25
21097,Isabelle Charest (-Charbonneau),F,27.0,163.0,63.0,CANADA,CAN,Canada,26-30
21098,Isabelle Charest (-Charbonneau),F,31.0,163.0,63.0,CANADA,CAN,Canada,30+
21099,Isabelle Chartrand,F,23.0,165.0,62.0,CANADA,CAN,Canada,20-25
21100,Isabelle Danjou,F,22.0,178.0,72.0,FRANCE,FRA,France,20-25
21101,Isabelle Delobel,F,23.0,163.0,50.0,FRANCE-2,FRA,France,20-25
21102,Isabelle Delobel,F,27.0,163.0,50.0,FRANCE-1,FRA,France,26-30
21103,Isabelle Delobel,F,31.0,163.0,50.0,FRANCE-1,FRA,France,30+
21104,Isabelle Demongeot,F,21.0,169.0,59.0,FRANCE,FRA,France,20-25
21105,Isabelle Demongeot,F,25.0,169.0,59.0,FRANCE,FRA,France,20-25
21106,Isabelle Devaluez,F,30.0,180.0,75.0,FRANCE,FRA,France,26-30
21107,Isabelle Doucet,F,24.0,167.0,65.0,CANADA,CAN,Canada,20-25
21108,Isabelle Duchesnay (-Dean),F,24.0,168.0,55.0,FRANCE-1,FRA,France,20-25
21109,Isabelle Duchesnay (-Dean),F,28.0,168.0,55.0,FRANCE-1,FRA,France,26-30
21110,Isabelle Fijalkowski (-Tournebize),F,28.0,195.0,93.0,FRANCE,FRA,France,26-30
21111,Isabelle Francis Daniels (-Holston),F,19.0,166.0,61.0,UNITED STATES,USA,USA,<20
21112,Isadora Cerullo,F,25.0,158.0,58.0,BRAZIL,BRA,Brazil,20-25
21113,"Isadore Louis ""Issy"" Bloomberg",M,18.0,175.0,77.5,SOUTH AFRICA,RSA,South Africa,<20
21114,"Isadore Louis ""Issy"" Bloomberg",M,22.0,175.0,77.5,SOUTH AFRICA,RSA,South Africa,20-25
21115,Isael Lvarez Bicez,M,26.0,188.0,81.0,CUBA,CUB,Cuba,26-30
21116,Isak Abrahamsen,M,21.0,175.0,70.0,NORWAY,NOR,Norway,20-25
21117,Isak Holger Erbn,M,32.0,175.0,70.0,SWEDEN,SWE,Sweden,30+
21118,Isak Holger Erbn,M,36.0,175.0,70.0,SWEDEN,SWE,Sweden,30+
21119,Isakas Anolikas,M,25.0,175.0,70.0,LITHUANIA,LTU,Lithuania,20-25
21120,Isao Asai,M,25.0,170.0,74.0,JAPAN,JPN,Japan,20-25
21121,Isao Ko Abe,M,24.0,177.0,75.0,JAPAN,JPN,Japan,20-25
21122,Iseline Crivelli,F,32.0,175.0,70.0,ITALY,ITA,Italy,30+
21123,Ishtiaq Ahmed,M,21.0,170.0,62.0,PAKISTAN,PAK,Pakistan,20-25
21124,Ishtiaq Ahmed,M,25.0,170.0,62.0,PAKISTAN,PAK,Pakistan,20-25
21125,Isiaq Adeyanju,M,24.0,162.0,65.0,NIGERIA,NGR,Nigeria,20-25
21126,Isiaq Adeyanju,M,28.0,162.0,65.0,NIGERIA,NGR,Nigeria,26-30
21127,Isidor Bieri,M,25.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,20-25
21128,Isidoro Alberto Alonso B,M,39.0,175.0,70.0,URUGUAY,URU,Uruguay,30+
21129,Isidoro Alver,M,18.0,175.0,70.0,ITALY,ITA,Italy,<20
21130,Isidro Del Prado,M,25.0,176.0,73.0,PHILIPPINES,PHI,Philippines,20-25
21131,Islam Amru Abdallah Ahmad El-Shehaby,M,22.0,195.0,105.0,EGYPT,EGY,Egypt,20-25
21132,Islam Amru Abdallah Ahmad El-Shehaby,M,26.0,195.0,105.0,EGYPT,EGY,Egypt,26-30
21133,Islam Amru Abdallah Ahmad El-Shehaby,M,29.0,195.0,105.0,EGYPT,EGY,Egypt,26-30
21134,Islam Amru Abdallah Ahmad El-Shehaby,M,34.0,195.0,105.0,EGYPT,EGY,Egypt,30+
21135,Islam Ilyasovich Bayramukov,M,25.0,186.0,97.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
21136,Islam Ilyasovich Bayramukov,M,29.0,186.0,97.0,KAZAKHSTAN,KAZ,Kazakhstan,26-30
21137,Islam Ilyasovich Bayramukov,M,33.0,186.0,97.0,KAZAKHSTAN,KAZ,Kazakhstan,30+
21138,Islam Meyrambekovich Bozbayev,M,21.0,182.0,81.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
21139,Islam Ugum,M,36.0,177.0,66.0,BOSNIA AND HERZEGOVINA,BIH,Bosnia and Herzegovina,30+
21140,Islam-Beka Said-Tsilimovich Albiyev,M,19.0,165.0,66.0,RUSSIA,RUS,Russia,<20
21141,Islam-Beka Said-Tsilimovich Albiyev,M,27.0,165.0,66.0,RUSSIA,RUS,Russia,26-30
21142,Ismael Avila,M,22.0,171.0,63.0,MEXICO,MEX,Mexico,20-25
21143,Ismael Borrero Molina,M,24.0,160.0,59.0,CUBA,CUB,Cuba,20-25
21144,Ismael Carbonell Sam,M,21.0,184.0,92.0,CUBA,CUB,Cuba,20-25
21145,Ismael Carbonell Sam,M,33.0,184.0,92.0,CUBA,CUB,Cuba,30+
21146,Ismael Delgado Dvila,M,27.0,180.0,70.0,PUERTO RICO,PUR,Puerto Rico,26-30
21147,Ismail Abdallah,M,25.0,175.0,70.0,UNITED ARAB REPUBLIC,UAR,Syria,20-25
21148,Ismail Abilov (-Nizamolu),M,25.0,172.0,82.0,BULGARIA,BUL,Bulgaria,20-25
21149,Ismail Abilov (-Nizamolu),M,29.0,172.0,82.0,BULGARIA,BUL,Bulgaria,26-30
21150,Ismail Al-Karaghouli,M,25.0,160.0,63.0,IRAQ,IRQ,Iraq,20-25
21151,Ismail Elm Khah,M,23.0,160.0,56.0,IRAN,IRI,Iran,20-25
21152,Ismail Mohamed Asif Waheed,M,20.0,162.0,52.0,MALDIVES,MDV,Maldives,20-25
21153,Ismail Salem Al-Hammadi,M,24.0,173.0,68.0,UNITED ARAB EMIRATES,UAE,United Arab Emirates,20-25
21154,Ismal Coulibaly,M,23.0,191.0,78.0,MALI,MLI,Mali,20-25
21155,Ismar Biogradli,M,17.0,178.0,72.0,YUGOSLAVIA,YUG,Serbia,<20
21156,Ismar Biogradli,M,23.0,178.0,72.0,BOSNIA AND HERZEGOVINA,BIH,Bosnia and Herzegovina,20-25
21157,Ismely Arias Castillo,M,23.0,170.0,63.0,CUBA,CUB,Cuba,20-25
21158,Ismnia Do Frederico,F,25.0,154.0,49.0,CAPE VERDE,CPV,Cape Verde,20-25
21159,Ismnia Do Frederico,F,29.0,154.0,49.0,CAPE VERDE,CPV,Cape Verde,26-30
21160,Ismo Kalevi Falck,M,22.0,172.0,70.5,FINLAND,FIN,Finland,20-25
21161,Ismo Kalevi Falck,M,25.0,172.0,70.5,FINLAND,FIN,Finland,20-25
21162,"Isnardo Enrike ""Junior"" Faro",M,18.0,171.0,85.0,ARUBA,ARU,Aruba,<20
21163,"Isnardo Enrike ""Junior"" Faro",M,26.0,171.0,85.0,ARUBA,ARU,Aruba,26-30
21164,Isobel Bishop,F,24.0,180.0,72.0,AUSTRALIA,AUS,Australia,20-25
21165,Isolde Eisele,F,22.0,172.0,61.0,WEST GERMANY,FRG,Germany,20-25
21166,Israel Cole,M,19.0,178.0,71.0,SIERRA LEONE,SLE,Sierra Leone,<20
21167,Israil Magomedgireyevich Arsamakov,M,26.0,169.0,85.0,SOVIET UNION,URS,Russia,26-30
21168,Issa Al-Mohamedi,M,20.0,175.0,70.0,QATAR,QAT,Qatar,20-25
21169,Issa Alassane-Oussni,M,27.0,180.0,76.0,BENIN,BEN,Benin,26-30
21170,Issa Alassane-Oussni,M,35.0,180.0,76.0,BENIN,BEN,Benin,30+
21171,Issa Ali Chetoui,M,25.0,172.0,60.0,LIBYA,LBA,Libya,20-25
21172,Issa Fall,M,25.0,175.0,65.0,SENEGAL,SEN,Senegal,20-25
21173,Issaka Dabor,M,25.0,163.0,64.0,NIGER,NIG,Niger,20-25
21174,Issam Al-Chernoubi,M,24.0,189.0,79.0,MOROCCO,MAR,Morocco,20-25
21175,Issam Awarke,M,24.0,175.0,74.0,LEBANON,LIB,Lebanon,20-25
21176,Issi Israel Baran,M,24.0,180.0,69.5,FINLAND,FIN,Finland,20-25
21177,Istvan Antal,M,21.0,183.0,87.0,ROMANIA,ROU,Romania,20-25
21178,Istvn (Stefan Von) Dvn,M,21.0,170.0,61.0,HUNGARY,HUN,Hungary,20-25
21179,Istvn (Stefan Von) Dvn,M,33.0,170.0,61.0,HUNGARY,HUN,Hungary,30+
21180,Istvn (Stefan) Drubina,M,23.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21181,Istvn (Stefan) Drubina,M,27.0,175.0,70.0,HUNGARY,HUN,Hungary,26-30
21182,Istvn Adorjn,M,22.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21183,Istvn Angyal,M,21.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21184,Istvn Aranyos,M,22.0,169.0,63.0,HUNGARY,HUN,Hungary,20-25
21185,Istvn Aranyos,M,26.0,169.0,63.0,HUNGARY,HUN,Hungary,26-30
21186,Istvn Bagyula,M,19.0,185.0,80.0,HUNGARY,HUN,Hungary,<20
21187,Istvn Bagyula,M,23.0,185.0,80.0,HUNGARY,HUN,Hungary,20-25
21188,Istvn Balzs,M,28.0,178.0,75.0,HUNGARY,HUN,Hungary,26-30
21189,Istvn Baranya,M,25.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21190,Istvn Barta (Berger),M,28.0,185.0,70.0,HUNGARY,HUN,Hungary,26-30
21191,Istvn Barta (Berger),M,32.0,185.0,70.0,HUNGARY,HUN,Hungary,30+
21192,Istvn Barta (Berger),M,36.0,185.0,70.0,HUNGARY,HUN,Hungary,30+
21193,Istvn Bathzi,M,17.0,196.0,88.0,HUNGARY,HUN,Hungary,<20
21194,Istvn Bathzi,M,21.0,196.0,88.0,HUNGARY,HUN,Hungary,20-25
21195,Istvn Be,M,32.0,184.0,93.0,HUNGARY,HUN,Hungary,30+
21196,Istvn Be,M,36.0,184.0,93.0,HUNGARY,HUN,Hungary,30+
21197,"Istvn Bethlen, Jr.",M,32.0,175.0,70.0,HUNGARY,HUN,Hungary,30+
21198,Istvn Bezegh-Huszgh,M,23.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21199,Istvn Bodor,M,25.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21200,Istvn Brczi,M,27.0,172.0,65.0,HUNGARY,HUN,Hungary,26-30
21201,Istvn Brny,M,16.0,185.0,70.0,HUNGARY,HUN,Hungary,<20
21202,Istvn Brny,M,20.0,185.0,70.0,HUNGARY,HUN,Hungary,20-25
21203,Istvn Brny,M,24.0,185.0,70.0,HUNGARY,HUN,Hungary,20-25
21204,Istvn Bsti,M,24.0,174.0,62.0,HUNGARY,HUN,Hungary,20-25
21205,Istvn Busa,M,27.0,170.0,72.0,HUNGARY,HUN,Hungary,26-30
21206,Istvn Busa,M,31.0,170.0,72.0,HUNGARY,HUN,Hungary,30+
21207,Istvn Csizmadia,M,23.0,183.0,81.0,HUNGARY,HUN,Hungary,20-25
21208,Istvn Csk (Hircsk),M,21.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21209,Istvn Csk (Hircsk),M,20.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21210,Istvn Csoknyai,M,27.0,175.0,70.0,HUNGARY,HUN,Hungary,26-30
21211,Istvn Dczi,M,27.0,190.0,95.0,HUNGARY,HUN,Hungary,26-30
21212,Istvn Demeter,M,24.0,168.0,67.0,HUNGARY,HUN,Hungary,20-25
21213,Istvn Dmny,M,24.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21214,Istvn Donogn,M,30.0,186.0,98.0,HUNGARY,HUN,Hungary,26-30
21215,Istvn Donogn,M,34.0,186.0,98.0,HUNGARY,HUN,Hungary,30+
21216,Istvn Dubrovszky,M,29.0,192.0,115.0,HUNGARY,HUN,Hungary,26-30
21217,Istvn Duds,M,20.0,175.0,95.0,HUNGARY,HUN,Hungary,20-25
21218,Istvn Encsi,M,29.0,194.0,108.0,HUNGARY,HUN,Hungary,26-30
21219,Istvn Fazekas,M,22.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
21220,Istvn Fehr,M,26.0,168.0,74.0,HUNGARY,HUN,Hungary,26-30
21221,Istvn Gh,M,22.0,176.0,82.0,HUNGARY,HUN,Hungary,20-25
21222,Istvn Nekes,M,21.0,175.0,51.0,HUNGARY,HUN,Hungary,20-25
21223,Itai Chammah,M,22.0,181.0,75.0,ISRAEL,ISR,Israel,20-25
21224,Italo Bellini,M,36.0,175.0,70.0,ITALY,ITA,Italy,30+
21225,Italo Casali,M,32.0,175.0,69.0,SAN MARINO,SMR,San Marino,30+
21226,Italo Casali,M,36.0,175.0,69.0,SAN MARINO,SMR,San Marino,30+
21227,Italo Cassini,M,39.0,178.0,70.0,ITALY-1,ITA,Italy,30+
21228,Italo Cassini,M,39.0,178.0,70.0,ITALY,ITA,Italy,30+
21229,Itaru Chimura,M,30.0,175.0,73.0,JAPAN,JPN,Japan,26-30
21230,Itte Detenamo,M,17.0,175.0,148.0,NAURU,NRU,Nauru,<20
21231,Itte Detenamo,M,21.0,175.0,148.0,NAURU,NRU,Nauru,20-25
21232,Itte Detenamo,M,25.0,175.0,148.0,NAURU,NRU,Nauru,20-25
21233,Itzhak Ben David,M,25.0,166.0,64.0,ISRAEL,ISR,Israel,20-25
21234,Itzhak Druker,M,21.0,178.0,75.0,ISRAEL,ISR,Israel,20-25
21235,Itzhak Englander,M,22.0,177.0,71.0,ISRAEL,ISR,Israel,20-25
21236,Iulia Bobeic-Bulie,F,25.0,175.0,70.0,ROMANIA,ROU,Romania,20-25
21237,Iulia Bobeic-Bulie,F,29.0,175.0,70.0,ROMANIA,ROU,Romania,26-30
21238,Iuliana Enescu,F,24.0,174.0,63.0,ROMANIA,ROU,Romania,20-25
21239,Iulic Marian Cazan,M,20.0,165.0,75.0,ROMANIA,ROU,Romania,20-25
21240,Iuliu Falb,M,21.0,177.0,69.0,ROMANIA,ROU,Romania,20-25
21241,Iuliu Falb,M,25.0,177.0,69.0,ROMANIA,ROU,Romania,20-25
21242,Iuliu Falb,M,29.0,177.0,69.0,ROMANIA,ROU,Romania,26-30
21243,Iuri Diachk'Ovi,M,20.0,196.0,100.0,SOVIET UNION,URS,Russia,20-25
21244,Iurie Bacatov,M,20.0,190.0,85.0,SOVIET UNION,URS,Russia,20-25
21245,Iurie Bacatov,M,24.0,190.0,85.0,UNIFIED TEAM,EUN,Russia,20-25
21246,Iva Ciglar,F,26.0,169.0,65.0,CROATIA,CRO,Croatia,26-30
21247,Iva Dvorak,F,21.0,168.0,70.0,SLOVENIA,SLO,Slovenia,20-25
21248,Iva Dvorak,F,25.0,168.0,70.0,SLOVENIA,SLO,Slovenia,20-25
21249,"Ivan ""Ivica"" Barbari",M,26.0,188.0,79.0,YUGOSLAVIA,YUG,Serbia,26-30
21250,"Ivan ""Ivica"" Bek",M,18.0,175.0,70.0,YUGOSLAVIA,YUG,Serbia,<20
21251,"Ivan ""Ivo"" Aranin",M,17.0,175.0,70.0,YUGOSLAVIA,YUG,Serbia,<20
21252,Ivan Aklec,M,19.0,173.0,75.0,YUGOSLAVIA,YUG,Serbia,<20
21253,Ivan Aklec,M,28.0,173.0,75.0,YUGOSLAVIA,YUG,Serbia,26-30
21254,Ivan Aklec,M,32.0,173.0,75.0,YUGOSLAVIA,YUG,Serbia,30+
21255,Ivan Alejandro Enderica Ochoa,M,20.0,180.0,82.0,ECUADOR,ECU,Ecuador,20-25
21256,Ivan Anatolyevich Derevsky,M,26.0,170.0,80.0,UNIFIED TEAM,EUN,Russia,26-30
21257,Ivan Angelakov,M,31.0,175.0,70.0,BULGARIA,BUL,Bulgaria,30+
21258,Ivan Angelov,M,21.0,191.0,85.0,BULGARIA,BUL,Bulgaria,20-25
21259,Ivan Apostolov,M,26.0,176.0,72.0,BULGARIA,BUL,Bulgaria,26-30
21260,Ivan Atanasov,M,18.0,175.0,70.0,BULGARIA,BUL,Bulgaria,<20
21261,Ivan Babaryka,M,29.0,180.0,69.0,UKRAINE,UKR,Ukraine,26-30
21262,Ivan Baglayev,M,24.0,163.0,64.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
21263,Ivan Baranka,M,24.0,191.0,91.0,SLOVAKIA,SVK,Slovakia,20-25
21264,Ivan Baranka,M,28.0,191.0,91.0,SLOVAKIA,SVK,Slovakia,26-30
21265,Ivan Bayrakov,M,18.0,178.0,64.0,BULGARIA,BUL,Bulgaria,<20
21266,Ivan Bayrakov,M,22.0,178.0,64.0,BULGARIA,BUL,Bulgaria,20-25
21267,Ivan Beltrami,M,19.0,175.0,70.0,ITALY,ITA,Italy,<20
21268,Ivan Beltrami,M,23.0,175.0,70.0,ITALY,ITA,Italy,20-25
21269,Ivan Benjamin,M,22.0,175.0,70.0,SIERRA LEONE,SLE,Sierra Leone,20-25
21270,Ivan Bisson,M,26.0,200.0,94.0,ITALY,ITA,Italy,26-30
21271,Ivan Bisson,M,30.0,200.0,94.0,ITALY,ITA,Italy,26-30
21272,Ivan Bonacalza,M,17.0,175.0,70.0,ARGENTINA,ARG,Argentina,<20
21273,Ivan Bordi,M,25.0,175.0,70.0,ROMANIA,ROU,Romania,20-25
21274,Ivan Borisov,M,26.0,178.0,78.0,KYRGYZSTAN,KGZ,Kyrgyzstan,26-30
21275,Ivan Botev,M,21.0,192.0,88.0,BULGARIA,BUL,Bulgaria,20-25
21276,Ivan Botev,M,25.0,192.0,88.0,BULGARIA,BUL,Bulgaria,20-25
21277,Ivan Bozhidarov Dinev,M,19.0,174.0,68.0,BULGARIA,BUL,Bulgaria,<20
21278,Ivan Bozhidarov Dinev,M,23.0,174.0,68.0,BULGARIA,BUL,Bulgaria,20-25
21279,Ivan Bozhidarov Dinev,M,27.0,174.0,68.0,BULGARIA,BUL,Bulgaria,26-30
21280,Ivan Brandejs,M,29.0,184.0,85.0,CZECHOSLOVAKIA,TCH,Czech Republic,26-30
21281,Ivan Btory,M,18.0,189.0,82.0,SLOVAKIA,SVK,Slovakia,<20
21282,Ivan Btory,M,22.0,189.0,82.0,SLOVAKIA,SVK,Slovakia,20-25
21283,Ivan Btory,M,26.0,189.0,82.0,SLOVAKIA,SVK,Slovakia,26-30
21284,Ivan Btory,M,30.0,189.0,82.0,SLOVAKIA,SVK,Slovakia,26-30
21285,Ivan Btory,M,34.0,189.0,82.0,SLOVAKIA,SVK,Slovakia,30+
21286,Ivan Bulaja,M,22.0,173.0,72.0,CROATIA,CRO,Croatia,20-25
21287,Ivan Buljubai,M,24.0,198.0,108.0,CROATIA,CRO,Croatia,20-25
21288,Ivan Burchin,M,19.0,174.0,80.0,BULGARIA,BUL,Bulgaria,<20
21289,Ivan Burchin,M,23.0,174.0,80.0,BULGARIA,BUL,Bulgaria,20-25
21290,Ivan Cerioli,M,21.0,175.0,70.0,ITALY,ITA,Italy,20-25
21291,Ivan Chandler Dresser,M,23.0,180.0,68.0,UNITED STATES,USA,USA,20-25
21292,Ivan Chureshki,M,27.0,175.0,70.0,BULGARIA,BUL,Bulgaria,26-30
21293,Ivan Dani,M,21.0,185.0,78.0,CZECHOSLOVAKIA,TCH,Czech Republic,20-25
21294,Ivan David,M,31.0,180.0,74.0,UNITED STATES VIRGIN ISLANDS,ISV,"Virgin Islands, US",30+
21295,Ivan Demyanenko,M,19.0,179.0,65.0,UZBEKISTAN,UZB,Uzbekistan,<20
21296,Ivan Desmond Armstrong,M,28.0,175.0,70.0,NEW ZEALAND,NZL,New Zealand,26-30
21297,Ivan Dimitrov,M,20.0,191.0,75.0,BULGARIA,BUL,Bulgaria,20-25
21298,Ivan Dodig,M,27.0,183.0,83.0,CROATIA,CRO,Croatia,26-30
21299,Ivan Droppa,M,26.0,191.0,98.0,SLOVAKIA,SVK,Slovakia,26-30
21300,Ivan Duranthon,M,27.0,175.0,70.0,FRANCE,FRA,France,26-30
21301,Ivan Duranthon,M,35.0,175.0,70.0,FRANCE,FRA,France,30+
21302,Ivan Elliot Duke,M,18.0,175.0,70.0,SOUTH AFRICA,RSA,South Africa,<20
21303,Ivan Elmore Brown,M,27.0,175.0,70.0,UNITED STATES-1,USA,USA,26-30
21304,Ivan Enstad,M,19.0,190.0,85.0,NORWAY,NOR,Norway,<20
21305,Ivan Fedorovych Belytskiy,M,27.0,178.0,67.0,SOVIET UNION,URS,Russia,26-30
21306,Ivan Ferk,M,22.0,197.0,92.0,CZECHOSLOVAKIA,TCH,Czech Republic,20-25
21307,Ivan Fyodorovich Dychko,M,21.0,205.0,91.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
21308,Ivan Fyodorovich Dychko,M,25.0,205.0,91.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
21309,Ivan Havrylovych Bohdan,M,32.0,185.0,108.0,SOVIET UNION,URS,Russia,30+
21310,Ivan Ilyich Filin,M,30.0,163.0,50.0,SOVIET UNION,URS,Russia,26-30
21311,Ivan Ivanovych Biakov,M,27.0,173.0,66.0,SOVIET UNION,URS,Russia,26-30
21312,Ivan Ivanovych Biakov,M,31.0,173.0,66.0,SOVIET UNION,URS,Russia,30+
21313,Ivan Khristov Chakarov,M,25.0,175.0,89.0,BULGARIA,BUL,Bulgaria,20-25
21314,Ivan Kostiantynovych Deriuhin,M,27.0,175.0,70.0,SOVIET UNION,URS,Russia,26-30
21315,Ivan Leclare Eastman,M,24.0,175.0,70.0,UNITED STATES,USA,USA,20-25
21316,Ivan Milanov Dimitrov,M,25.0,188.0,84.0,BULGARIA,BUL,Bulgaria,20-25
21317,Ivan Mykolaiyovych Banzeruk,M,26.0,180.0,70.0,UKRAINE,UKR,Ukraine,26-30
21318,Ivan Nikolayevich Arteyev,M,28.0,175.0,68.0,RUSSIA,RUS,Russia,26-30
21319,Ivan Nikolov Abadzhiev,M,24.0,164.0,71.0,BULGARIA,BUL,Bulgaria,20-25
21320,Ivan Nikolov Abadzhiev,M,28.0,164.0,71.0,BULGARIA,BUL,Bulgaria,26-30
21321,Ivan Pavlovych Bieliaiev,M,29.0,178.0,67.0,SOVIET UNION,URS,Russia,26-30
21322,Ivan Petrovych Bilosiuk,M,22.0,182.0,75.0,UKRAINE,UKR,Ukraine,20-25
21323,Ivan Sergeyevich Babikov,M,25.0,172.0,69.0,RUSSIA,RUS,Russia,20-25
21324,Ivan Sergeyevich Babikov,M,29.0,172.0,69.0,CANADA,CAN,Canada,26-30
21325,Ivan Sergeyevich Babikov,M,33.0,172.0,69.0,CANADA,CAN,Canada,30+
21326,Ivan Stankov Atanasov,M,22.0,173.0,68.0,BULGARIA,BUL,Bulgaria,20-25
21327,Ivan Upi,M,26.0,178.0,78.0,CROATIA,CRO,Croatia,26-30
21328,Ivan Upi,M,30.0,178.0,78.0,CROATIA,CRO,Croatia,26-30
21329,Ivan Urkovi,M,21.0,179.0,78.0,YUGOSLAVIA,YUG,Serbia,20-25
21330,Ivan Vasilyevich Dvorny,M,20.0,207.0,105.0,SOVIET UNION,URS,Russia,20-25
21331,Ivan Velkov Dzhorev,M,28.0,163.0,55.0,BULGARIA,BUL,Bulgaria,26-30
21332,Ivan Viktorovich Fesenko,M,24.0,169.0,60.0,RUSSIA,RUS,Russia,20-25
21333,Ivan Viktorovych Dovhodko,M,23.0,196.0,100.0,UKRAINE,UKR,Ukraine,20-25
21334,Ivan Viktorovych Dovhodko,M,27.0,196.0,100.0,UKRAINE,UKR,Ukraine,26-30
21335,Ivan Vladimirovich Alypov,M,23.0,169.0,60.0,RUSSIA,RUS,Russia,20-25
21336,Ivan Yakov Dimitrov,M,18.0,182.0,80.0,BULGARIA,BUL,Bulgaria,<20
21337,Ivan Yeremiyovych Cherniavskiy,M,26.0,175.0,70.0,SOVIET UNION,URS,Russia,26-30
21338,Ivan Yuryevich Cherezov,M,25.0,173.0,73.0,RUSSIA,RUS,Russia,20-25
21339,Ivan Yuryevich Cherezov,M,29.0,173.0,73.0,RUSSIA,RUS,Russia,26-30
21340,Ivana Brkljai,F,17.0,170.0,82.0,CROATIA,CRO,Croatia,<20
21341,Ivana Brkljai,F,21.0,170.0,82.0,CROATIA,CRO,Croatia,20-25
21342,Ivana Brkljai,F,25.0,170.0,82.0,CROATIA,CRO,Croatia,20-25
21343,Ivana Bulatovi,F,19.0,178.0,68.0,MONTENEGRO,MNE,Montenegro,<20
21344,Ivana Bursov,F,27.0,167.0,55.0,CZECH REPUBLIC,CZE,Czech Republic,26-30
21345,Ivana Erisilo (Stankovi-),F,24.0,188.0,68.0,SERBIA,SRB,Serbia,20-25
21346,Ivana Erisilo (Stankovi-),F,28.0,188.0,68.0,SERBIA,SRB,Serbia,26-30
21347,Ivanie Lise Blondin,F,23.0,165.0,56.0,CANADA,CAN,Canada,20-25
21348,Ivanka Bonova (-Nikolova),F,27.0,166.0,55.0,BULGARIA,BUL,Bulgaria,26-30
21349,Ivanka Peneva Dolzheva,F,16.0,162.0,60.0,BULGARIA,BUL,Bulgaria,<20
21350,Ivanka Peneva Dolzheva,F,21.0,162.0,60.0,BULGARIA,BUL,Bulgaria,20-25
21351,Ivanka Peneva Dolzheva,F,24.0,162.0,60.0,BULGARIA,BUL,Bulgaria,20-25
21352,Ivano Bali,M,25.0,190.0,96.0,CROATIA,CRO,Croatia,20-25
21353,Ivano Bali,M,29.0,190.0,96.0,CROATIA,CRO,Croatia,26-30
